"","system.index","NDMI","NDMI_1","NDMI_10","NDMI_11","NDMI_12","NDMI_13","NDMI_14","NDMI_15","NDMI_16","NDMI_17","NDMI_18","NDMI_19","NDMI_2","NDMI_20","NDMI_21","NDMI_22","NDMI_23","NDMI_24","NDMI_25","NDMI_26","NDMI_27","NDMI_28","NDMI_29","NDMI_3","NDMI_30","NDMI_31","NDMI_32","NDMI_4","NDMI_5","NDMI_6","NDMI_7","NDMI_8","NDMI_9",".geo","CID","class"
"120","00000000000000000077_0",0.4385675,0.4510175,0.41987082,0.5294118,0.4471172,0.43079388,0.43232325,0.40141016,0.43974203,0.48696846,0.41510016,0.41145492,0.43767506,0.5200289,0.41047585,0.46689722,0.4,0.4465331,0.4756022,0.4170282,0.4700793,0.4287879,0.46321338,0.40840602,0.527439,0.46409214,0.56989247,0.46921796,0.47905138,0.4296941,0.41032258,0.45972604,0.40925482,NA,120,"for"
"121","00000000000000000078_0",0.4682899,0.45957547,0.4930362,0.596503,0.51749206,0.45911112,0.4569749,0.47891828,0.5711575,0.5096643,0.50460404,0.51586205,0.44672897,0.4963949,0.4915591,0.471066,0.48218766,0.70140845,0.49636805,0.4576554,0.46760824,0.487056,0.6636528,0.43428695,0.51600754,0.5015901,0.5094502,0.42709488,0.5771725,0.52186835,0.50398934,0.42185175,0.46822035,NA,121,"for"
"122","00000000000000000079_0",0.38059244,0.4024186,0.4649504,0.4726661,0.49620152,0.43079388,0.49217936,0.4520847,0.43578947,0.41102758,0.42010847,0.52565444,0.43115008,0.48334733,0.44968554,0.51266533,0.436796,0.54046243,0.59335685,0.4661984,0.53656024,0.5106383,0.48486516,0.40083462,0.5013749,0.49459013,0.48472223,0.4583908,0.39166957,0.3889717,0.3171266,0.3941107,0.42196983,NA,122,"for"
"123","0000000000000000007a_0",0.44482255,0.48864508,0.4843955,0.4500998,0.44524,0.43429556,0.4289781,0.4301595,0.45509526,0.5862069,0.44685918,0.44498152,0.43774953,0.44386494,0.45420054,0.446413,0.42719847,0.56539035,0.46945986,0.44878626,0.4707706,0.503139,0.4904022,0.45011953,0.49685252,0.503861,0.49202126,0.4700497,0.49755302,0.4750472,0.42479548,0.39883268,0.43612802,NA,123,"for"
"124","0000000000000000007b_0",0.45418754,0.47619995,0.4734925,0.44300386,0.45227322,0.44534412,0.49271703,0.47469795,0.48308012,0.5322076,0.47783038,0.4491676,0.45187053,0.8621974,0.45928636,0.48032364,0.42999566,0.45592234,0.4595186,0.44516557,0.4549763,0.4840834,0.5006698,0.43011457,0.49167776,0.5029417,0.59717315,0.4931672,0.45470056,0.48560986,0.41162142,0.4294131,0.4422459,NA,124,"for"
"125","0000000000000000007c_0",0.49918434,0.4975897,0.5640296,0.478,0.5795222,0.494863,0.5295229,0.50135666,0.49070632,0.49322557,0.50883394,0.57980454,0.47562426,0.5075885,0.56443554,0.5262739,0.43460765,0.5335558,0.51510334,0.45022625,0.47031578,0.50931674,0.4980883,0.4947114,0.5215729,0.5439377,0.48902547,0.5163297,0.47128078,0.45592704,0.41411108,0.510989,0.48318386,NA,125,"for"
"126","0000000000000000007d_0",0.46578366,0.4521625,0.52176917,0.47227535,0.49340975,0.46376812,0.49143085,0.44235784,0.43357784,0.44263008,0.44264507,0.44181818,0.53053594,0.4952936,0.4598808,0.46780384,0.4355171,0.51299185,0.45526317,0.50481075,0.43338075,0.5207668,0.48143193,0.40340605,0.47721472,0.47358888,0.49489447,0.6332547,0.43466067,0.39244825,0.39699528,0.43083787,0.54130864,NA,126,"for"
"127","0000000000000000007e_0",0.39037433,0.4103512,0.40603843,0.3757808,0.40889105,0.39233765,0.4728299,0.44508672,0.42483404,0.42647865,0.4141525,0.43452382,0.3786102,0.47955945,0.4141893,0.4332686,0.40068886,0.4480615,0.47614697,0.46831957,0.43671253,0.53219175,0.48866996,0.41188055,0.5244942,0.48948205,0.51305723,0.417312,0.41407624,0.38807338,0.39367816,0.34852174,0.39975587,NA,127,"for"
"128","0000000000000000007f_0",0.4324853,0.45113844,0.5752719,0.56395346,0.43571824,0.47311297,0.486121,0.4384567,0.4868881,0.4657655,0.43035343,0.42759526,0.4439761,0.4551902,0.42364216,0.43057922,0.4473191,0.4554133,0.5639445,0.485187,0.4931802,0.43420696,0.49674055,0.423624,0.47460938,0.45736435,0.48665503,0.44459644,0.43968222,0.41589206,0.41542575,0.43566993,0.48553765,NA,128,"for"
"129","00000000000000000080_0",0.44638816,0.4549223,0.43828714,0.4655514,0.4416996,0.40162036,0.41509873,0.4449761,0.44944677,0.4029774,0.42857143,0.48926803,0.42417583,0.43182436,0.4352072,0.42248565,0.42115262,0.81793106,0.44954127,0.43366575,0.4881455,0.51262236,0.48150957,0.4281328,0.4888681,0.45894364,0.46137464,0.42579934,0.4311048,0.4367929,0.4269026,0.41705558,0.4302374,NA,129,"for"
"130","00000000000000000081_0",0.50363517,0.45454547,0.5578855,0.616,0.4731475,0.4676259,0.5022716,0.5012854,0.46595982,0.42062098,0.4237695,0.4975404,0.48026314,0.5133229,0.45021963,0.46003997,0.47407407,0.5455334,0.49655646,0.4547414,0.45888925,0.4668686,0.50132626,0.48887587,0.502008,0.52334946,0.5011909,0.5456659,0.5180341,0.42031687,0.39201453,0.44829562,0.48232773,NA,130,"for"
"131","00000000000000000082_0",0.41252238,0.48347613,0.4675416,0.44733796,0.45157295,0.4276907,0.4252066,0.46215674,0.47007617,0.43972835,0.41397965,0.5323118,0.43012288,0.42552027,0.4270033,0.42874253,0.38236108,0.45191535,0.466,0.4933699,0.48802605,0.4288276,0.48178312,0.43655547,0.5311168,0.4705411,0.502971,0.415534,0.4766407,0.41760123,0.3550984,0.42227924,0.44620812,NA,131,"for"
"132","00000000000000000083_0",0.42862853,0.44036418,0.43700027,0.4070628,0.4299195,0.4443266,0.37281153,0.4595661,0.43976054,0.39625227,0.40496254,0.3994012,0.43502232,0.42279592,0.4330511,0.43280232,0.48657358,0.43816406,0.47263184,0.45118734,0.44087255,0.39548618,0.48770726,0.41529235,0.46675315,0.44732141,0.5813275,0.409234,0.43776715,0.41132408,0.3531119,0.3636073,0.45776567,NA,132,"for"
"133","00000000000000000084_0",0.4274542,0.44917497,0.7377423,0.40091944,0.41070834,0.37340054,0.37380815,0.47062513,0.4077828,0.40647027,0.39897108,0.40699574,0.41924572,0.40681362,0.40097943,0.4687735,0.40391496,0.42060524,0.44407967,0.49529412,0.41866285,0.39642927,0.45810056,0.3929395,0.44051322,0.4359294,0.45630705,0.38411504,0.41812816,0.40753308,0.38544962,0.3860835,0.37619793,NA,133,"for"
"134","00000000000000000085_0",0.41456953,0.4643213,0.66943675,0.40676534,0.41982272,0.37818268,0.4112433,0.4662028,0.44171566,0.49861187,0.4215043,0.39699978,0.42538622,0.42899787,0.4523975,0.52505887,0.40239045,0.45063388,0.4657072,0.43994904,0.44386148,0.41401273,0.4848434,0.41810438,0.4791631,0.46460575,0.48061225,0.39854214,0.44693187,0.40511197,0.4007243,0.37038684,0.4299448,NA,134,"for"
"135","00000000000000000086_0",0.46644482,0.44570756,0.63595504,0.4347826,0.41123143,0.42944276,0.47951442,0.4510178,0.43650272,0.50906557,0.42270368,0.42423198,0.41006818,0.38914728,0.53745455,0.913784,0.38946092,0.4225441,0.47040972,0.41725105,0.4047568,0.39345613,0.43347475,0.4254451,0.43758738,0.44161505,0.4508705,0.41202903,0.4260141,0.44985524,0.4248458,0.38528582,0.4025329,NA,135,"for"
"136","00000000000000000087_0",0.4033579,0.4212408,0.47743782,0.41066042,0.40770203,0.4182286,0.40874946,0.43641618,0.4269932,0.42785355,0.43732157,0.4403575,0.41363552,0.43477297,0.4283019,0.4361831,0.43949044,0.48478532,0.43302828,0.4369748,0.42152023,0.4093241,0.4410507,0.44069096,0.5205479,0.4385113,0.4532287,0.42808437,0.4161401,0.401834,0.43855336,0.40269393,0.43540668,NA,136,"for"
"137","00000000000000000088_0",0.53108954,0.50179535,0.5526992,0.49477682,0.42643678,0.40208334,0.5902669,0.4584123,0.45478794,0.49561402,0.48243168,0.48314607,0.61750406,0.45993415,0.4651709,0.4580078,0.47195622,0.45827633,0.48252735,0.446319,0.5343228,0.43658537,0.46937984,0.4073604,0.5078691,0.49266365,0.50426066,0.48044133,0.4667793,0.48784825,0.4213468,0.44573447,0.5163077,NA,137,"for"
"138","00000000000000000089_0",0.42248836,0.49295774,0.480765,0.4491268,0.44193912,0.46651584,0.44476867,0.5019489,0.4575737,0.43822598,0.4503231,0.41402498,0.42891422,0.47311154,0.42667708,0.43314022,0.4260602,0.4620717,0.465096,0.5212689,0.44940048,0.49948078,0.49184054,0.41761887,0.4769821,0.5060048,0.52457005,0.442947,0.4392828,0.41594657,0.38118333,0.39455184,0.443443,NA,138,"for"
"139","0000000000000000008a_0",0.5451895,0.56201553,0.78798586,0.56613755,0.7352342,0.4950166,0.65008575,0.5244755,0.64912283,0.51746726,0.60923964,0.88315904,0.69361705,0.5961165,0.7724138,0.5784469,0.578125,0.65337956,0.6483126,0.47782704,0.5215827,0.46409267,0.47837484,0.65217394,0.49652296,0.5188216,0.5138889,0.54489166,0.43345383,0.558952,0.55918366,0.49620637,0.562724,NA,139,"for"
"140","0000000000000000008b_0",0.40732035,0.4724598,0.43998662,0.40258595,0.42029843,0.4030109,0.41740507,0.46175733,0.4175042,0.42353442,0.39039946,0.4116082,0.40211162,0.40378234,0.42161173,0.39609686,0.41066587,0.42707047,0.43424055,0.44162798,0.4304612,0.40591398,0.45401582,0.39391968,0.46761855,0.48390198,0.47672066,0.4056504,0.42284963,0.41713572,0.40004018,0.3854017,0.50397927,NA,140,"for"
"141","0000000000000000008c_0",0.44261423,0.45309836,0.46086955,0.41453916,0.4522844,0.43045112,0.43451464,0.4373928,0.45771465,0.4295916,0.43068552,0.42949626,0.4151465,0.43504533,0.44129762,0.438846,0.40799317,0.4640458,0.50351983,0.44674796,0.49980673,0.42955962,0.45770064,0.39403453,0.46126622,0.46844408,0.49121383,0.39091647,0.40807742,0.3961644,0.35908803,0.40366793,0.4508248,NA,141,"for"
"142","0000000000000000008d_0",0.40076593,0.46055046,0.4345679,0.40908235,0.410271,0.48081535,0.3990768,0.44641894,0.4150244,0.38586572,0.39568081,0.40749097,0.47178003,0.47587782,0.4088125,0.4109397,0.39323106,0.43777198,0.47551233,0.41069448,0.47564217,0.43289146,0.46773496,0.40457442,0.45918366,0.45809603,0.45832393,0.3986672,0.40724856,0.39262974,0.36185163,0.3833723,0.40258425,NA,142,"for"
"143","0000000000000000008e_0",0.3588557,0.3987678,0.40809202,0.4090408,0.4342554,0.4831253,0.4122449,0.43374392,0.43241787,0.4087733,0.38525268,0.4486007,0.41873142,0.8090543,0.39416227,0.40090355,0.4705691,0.42425123,0.4500629,0.44218814,0.40179104,0.45778322,0.44027033,0.39468208,0.446693,0.42272907,0.4381696,0.39034015,0.41483322,0.41134113,0.3929776,0.38139534,0.43232697,NA,143,"for"
"144","0000000000000000008f_0",0.37916312,0.46001467,0.5315126,0.46318114,0.44027779,0.49298596,0.45546645,0.42211363,0.41679484,0.4050057,0.42607775,0.42002916,0.41095892,0.42797494,0.43508115,0.4607978,0.44455066,0.43433696,0.46796432,0.42493245,0.478327,0.42185903,0.4591234,0.39568734,0.4696332,0.4401985,0.45078427,0.3785339,0.38100186,0.45024988,0.3903298,0.42523032,0.44799405,NA,144,"for"
"145","00000000000000000090_0",0.47556615,0.42137593,0.51570046,0.43144104,0.42617962,0.5145386,0.44301766,0.43184337,0.478389,0.3984187,0.44169328,0.4228799,0.46209016,0.5619524,0.4761062,0.48927614,0.46003017,0.57575756,0.5451789,0.50419164,0.48903108,0.4780015,0.47040972,0.40834847,0.4607762,0.49204773,0.46875,0.39935216,0.42505133,0.39233956,0.40498844,0.3937677,0.47472256,NA,145,"for"
"146","00000000000000000091_0",0.48995537,0.43958396,0.42199627,0.40480375,0.3948626,0.39244664,0.38049144,0.38982338,0.3850225,0.3765831,0.35976267,0.4683871,0.40255785,0.36331192,0.37142858,0.38739184,0.40228194,0.46061233,0.4160662,0.41427878,0.39610705,0.35259822,0.40560472,0.4041721,0.4364706,0.39727274,0.4114786,0.35605234,0.41965678,0.40073082,0.3624297,0.38496584,0.4133477,NA,146,"for"
"147","00000000000000000092_0",0.4509586,0.45556444,0.5320262,0.46858168,0.48319593,0.48677057,0.45558488,0.4808,0.43822715,0.41738915,0.4501166,0.49313086,0.4370682,0.46069068,0.45244956,0.4437086,0.48645467,0.4673108,0.47472808,0.4581907,0.43217665,0.45254388,0.47550574,0.4293282,0.48425198,0.4628248,0.47442517,0.43838507,0.47637525,0.4490566,0.3982353,0.4108399,0.43069875,NA,147,"for"
"148","00000000000000000093_0",0.4174923,0.45209682,0.4529638,0.40825036,0.43560606,0.43396226,0.40514904,0.43894932,0.41156605,0.3905857,0.40532434,0.44297957,0.41540602,0.42660633,0.40542683,0.45233968,0.40652275,0.42803946,0.4333875,0.42633015,0.448592,0.44003275,0.4665199,0.4061912,0.47877228,0.4598277,0.46760458,0.42675367,0.41930526,0.3995264,0.35009733,0.37437028,0.3957806,NA,148,"for"
"149","00000000000000000094_0",0.42964435,0.45499384,0.48548812,0.45046967,0.46921667,0.4194821,0.46162975,0.47850344,0.44927537,0.4511452,0.4402436,0.43152973,0.47639015,0.4327071,0.4663761,0.44983137,0.4204461,0.45210958,0.45530146,0.44020063,0.42701614,0.4402446,0.45590153,0.41694415,0.47788343,0.4541051,0.4643026,0.4346955,0.42825443,0.41562933,0.3855949,0.4204204,0.45439366,NA,149,"for"
"150","00000000000000000095_0",0.55566406,0.46203473,0.48258707,0.43547437,0.45054066,0.43516698,0.4505814,0.46718776,0.527567,0.4532294,0.4340554,0.47171283,0.5075047,0.5179325,0.5246949,0.52920604,0.40213358,0.5171042,0.5191413,0.4525904,0.42104164,0.41893902,0.4599156,0.42842132,0.4672713,0.45739675,0.4560547,0.43779233,0.42559135,0.46206897,0.3837429,0.3949694,0.45760807,NA,150,"for"
"151","00000000000000000096_0",0.49189705,0.446645,0.59236455,0.47806004,0.49339208,0.47327653,0.47368422,0.49487516,0.584606,0.44113475,0.44543993,0.47995546,0.47704366,0.5080275,0.52135754,0.49943966,0.54796165,0.5376458,0.4738676,0.46223566,0.4893617,0.42330185,0.4749512,0.43086728,0.5024935,0.47540984,0.498593,0.49537036,0.45449275,0.49518874,0.40609497,0.41965106,0.4855558,NA,151,"for"
"152","00000000000000000097_0",0.43298045,0.42057535,0.5922819,0.47572064,0.44547644,0.42720383,0.44607556,0.48099303,0.45367604,0.43707657,0.4730588,0.43526655,0.42893836,0.5549133,0.46057346,0.4479419,0.42539498,0.45464063,0.4591561,0.45383868,0.44505683,0.4379875,0.46266446,0.42045453,0.49634352,0.4882708,0.492595,0.44758064,0.4316921,0.4673311,0.40611354,0.42269143,0.44800547,NA,152,"for"
"153","00000000000000000098_0",0.3459695,0.36433512,0.39039573,0.35270858,0.36058742,0.33815473,0.41004694,0.41477507,0.41155943,0.4579599,0.38560814,0.36365405,0.38491523,0.3805668,0.4461408,0.3961629,0.3702569,0.41559723,0.4104733,0.3924851,0.39049104,0.39007682,0.42798123,0.35878763,0.42126712,0.4049819,0.4406639,0.3630459,0.39498314,0.3666726,0.36002028,0.3420256,0.34509557,NA,153,"for"
"154","00000000000000000099_0",0.65171504,0.716129,0.8341463,0.6425856,0.7327935,0.5588235,0.70046085,0.6654676,0.7017115,0.6798144,0.501634,0.65968585,0.83651227,0.556962,0.7227273,0.7570093,0.630597,0.6633166,0.4883721,0.8567639,0.6064257,0.5045045,0.52089137,0.592068,0.61094224,0.61904764,0.6146789,0.61172163,0.5145493,0.6060606,0.5872839,0.4535666,0.5020243,NA,154,"for"
"155","0000000000000000009a_0",0.4556213,0.44493198,0.4592405,0.43752417,0.42196062,0.5499114,0.41295546,0.4620853,0.46984127,0.48033127,0.40051094,0.432319,0.43396226,0.45865384,0.43334925,0.44843253,0.40014213,0.43889165,0.4404487,0.45414656,0.414222,0.42167655,0.45050177,0.5295481,0.44683176,0.43696603,0.4523574,0.38357842,0.43115464,0.42740285,0.39427516,0.43186182,0.47693977,NA,155,"for"
"156","0000000000000000009c_0",0.38680276,0.4307857,0.3999489,0.4305984,0.39810336,0.38854963,0.39375475,0.43818465,0.4441896,0.40732682,0.42112124,0.40173817,0.45541403,0.4433657,0.4632409,0.4267026,0.4056582,0.6225235,0.4274539,0.45414528,0.45139626,0.4252593,0.44648403,0.38233146,0.43428186,0.4366263,0.44147536,0.4131366,0.41496882,0.43741852,0.4305936,0.35252264,0.39076498,NA,156,"for"
"157","0000000000000000009d_0",0.39143825,0.42133647,0.4583726,0.4169693,0.40016615,0.39154348,0.45864663,0.41724136,0.4370587,0.41668847,0.41147676,0.3922689,0.42864245,0.4224525,0.40610206,0.43258426,0.4136009,0.45194402,0.44447476,0.42462918,0.4117364,0.38951433,0.42972773,0.4140761,0.5430267,0.42951834,0.44741833,0.40416443,0.44444445,0.40331244,0.39569452,0.27765122,0.37142858,NA,157,"for"
"158","0000000000000000009e_0",0.64451313,0.5996664,0.69407266,0.69547325,0.7309237,0.60600376,0.64199656,0.55123675,0.63178295,0.68372095,0.6779874,0.58258796,0.7326203,0.6037736,0.6962617,0.6046967,0.74850297,0.85487527,0.4917891,0.72103006,0.49268842,0.5619048,0.5930736,0.617357,0.5882353,0.5680751,0.5885947,0.64918035,0.5202369,0.6978131,0.56882024,0.56363636,0.6976744,NA,158,"for"
"159","0000000000000000009f_0",0.40570042,0.43372607,0.4440843,0.40620783,0.41927084,0.45114344,0.4131403,0.42464578,0.49526066,0.39620978,0.43890736,0.38863915,0.43090317,0.42185664,0.41974995,0.40620783,0.41206348,0.49214146,0.41251475,0.47607934,0.3771657,0.41566265,0.44592953,0.42857143,0.4632353,0.43470263,0.45183888,0.4570361,0.42683667,0.4293866,0.4584307,0.519189,0.42225498,NA,159,"for"
"160","000000000000000000a0_0",0.5296804,0.48812312,0.5663842,0.500348,0.4615145,0.44065806,0.478476,0.50128156,0.53830945,0.5224875,0.46341464,0.50053364,0.5681818,0.53333336,0.45420906,0.52237195,0.45491594,0.51395065,0.4697152,0.53104067,0.46817538,0.42536476,0.44990665,0.5674391,0.49650925,0.5013193,0.49889332,0.43277523,0.4293478,0.5399188,0.46784362,0.45647058,0.54039735,NA,160,"for"
"161","000000000000000000a1_0",0.5436047,0.5638507,0.5948052,0.66292137,0.51956326,0.5324357,0.51432794,0.46805456,0.4796748,0.4970517,0.51211965,0.45652175,0.6543779,0.44974446,0.49153942,0.43617022,0.40612012,0.5389948,0.4954562,0.46542215,0.45242718,0.37806374,0.4921466,0.49714285,0.5357483,0.52273715,0.558277,0.5820477,0.46627736,0.59358287,0.46717778,0.5806029,0.65178573,NA,161,"for"
"162","000000000000000000a2_0",0.43710408,0.41751152,0.48075527,0.4693504,0.441421,0.43935686,0.40860656,0.49669293,0.47855788,0.44718236,0.53912294,0.46902654,0.44199207,0.49196142,0.45573518,0.4627329,0.40747842,0.41313085,0.43445244,0.43369037,0.42804563,0.39264214,0.4868674,0.45718232,0.4461642,0.46340537,0.4638879,0.47168434,0.45648643,0.4527864,0.40633556,0.45476478,0.42722842,NA,162,"for"
"163","000000000000000000a3_0",0.83554375,0.7136752,1.0872728,0.69154227,0.53944564,0.61431414,0.64893615,0.65371025,0.648294,0.49108204,0.7592593,0.4818653,0.84334207,0.59006214,0.84761906,0.64931506,0.45963755,0.62674093,0.44139194,0.63172805,0.6824877,0.40571427,0.44709897,0.6719577,0.4560811,0.46026987,0.48350072,0.880597,0.52079207,0.75849056,0.54607177,0.58115184,0.8362283,NA,163,"for"
"164","000000000000000000a4_0",0.337269,0.4690467,0.46630412,0.42026955,0.4197938,0.38231164,0.44069767,0.45554614,0.4425578,0.43901324,0.43001822,0.41205412,0.44179678,0.3882911,0.41540056,0.42329827,0.41706464,0.43667763,0.43418542,0.42877838,0.45936638,0.44417205,0.47751036,0.4245556,0.49076518,0.5129266,0.48396686,0.42186165,0.44745484,0.45803356,0.40563992,0.378,0.40448067,NA,164,"for"
"165","000000000000000000a5_0",0.41912922,0.42053172,0.4809221,0.45991874,0.4673784,0.39483395,0.42616823,0.45376858,0.41183433,0.4672222,0.41539073,0.47150734,0.43100774,0.4147898,0.41471434,0.42142448,0.4219693,0.41120508,0.43948796,0.40743908,0.43967038,0.41191953,0.47568607,0.39679936,0.4506559,0.4337603,0.44140553,0.4087974,0.42247236,0.42096838,0.40152895,0.41579607,0.549217,NA,165,"for"
"166","000000000000000000a6_0",0.4620475,0.481454,0.5826377,0.63267815,0.43820974,0.40065604,0.43966714,0.5023328,0.49413422,0.4534084,0.46097946,0.47479406,0.48413017,0.5345642,0.4752152,0.47254446,0.4939287,0.5208892,0.5172179,0.49069768,0.4664657,0.45202893,0.46758968,0.48091602,0.5258935,0.49529552,0.5067604,0.4177508,0.394126,0.46577096,0.51756006,0.44894302,0.41944933,NA,166,"for"
"167","000000000000000000a7_0",0.50535476,0.45863125,0.49422067,0.49018386,0.51287127,0.41485015,0.4776939,0.5048576,0.47908744,0.4712885,0.4866779,0.4752644,0.49186483,0.51381695,0.49984032,0.50543696,0.4598225,0.50390285,0.5123859,0.50849295,0.5507614,0.50769234,0.5120545,0.44,0.49878347,0.4915949,0.61444044,0.46304277,0.48224,0.5054687,0.46763462,0.4535375,0.46077034,NA,167,"for"
"168","000000000000000000a8_0",0.49221903,0.4661587,0.4840469,0.42837045,0.4690909,0.41453323,0.4643684,1.4,0.44128442,0.4508807,0.45064998,0.4523862,0.46628734,0.49330956,0.4413965,0.43898574,0.44602543,0.4530831,0.5786477,0.4543374,0.437808,0.432244,0.48139963,0.42513427,0.44036302,0.4840374,0.49056605,0.44602978,0.44911087,0.45411205,0.47469276,0.426315,0.4497105,NA,168,"for"
"169","000000000000000000a9_0",0.6360925,0.488779,0.5553677,0.5634286,0.62158275,0.5986278,0.63291967,0.85,0.50603175,0.5459906,0.5274329,0.5441096,0.5163002,0.5273339,0.528914,0.62827224,0.5133276,0.5270851,0.55152225,0.5148368,0.49628407,0.47111472,0.48861283,0.46067417,0.4994012,0.4915369,0.50248754,0.518774,0.46019784,0.5338691,0.39337397,0.41190815,0.52984387,NA,169,"for"
"170","000000000000000000aa_0",0.4339212,0.43584436,0.47620174,0.42902997,0.4451704,0.4049822,0.43669373,0.49320543,0.42431408,0.44074515,0.429396,0.4404946,0.44983461,0.45673603,0.47842687,0.4578024,0.46666667,0.456909,0.44564408,0.45220283,0.44741833,0.45654044,0.49187145,0.43046358,0.45225155,0.46309695,0.5006402,0.44148937,0.44083273,0.4368408,0.4123765,0.4264346,0.4302823,NA,170,"for"
"171","000000000000000000ab_0",0.47855422,0.48536208,0.5104364,0.5014684,0.4902069,0.44170016,0.515625,0.50541914,0.47129437,0.46058092,0.47175223,0.47560322,0.48419026,0.50087875,0.49141768,0.4928306,0.47240013,0.4896172,0.5031211,0.5050667,0.4879197,0.5201203,0.4946648,0.438646,0.47712418,0.4789982,0.53678477,0.47276556,0.44410506,0.5116214,0.417242,0.42816257,0.44634277,NA,171,"for"
"172","000000000000000000ac_0",0.47549018,0.45579308,0.47463003,0.4340482,0.46849656,0.43946835,0.44466358,0.46653062,0.55299205,0.4688549,0.44081125,0.46000403,0.48063216,0.4554258,0.6226415,0.44918033,0.45009187,0.516454,0.51616967,0.45565516,0.46416172,0.44097406,0.52304316,0.4458574,0.49683544,0.45232505,0.52080536,0.45135653,0.4407753,0.46566585,0.4378464,0.4761046,0.45012036,NA,172,"for"
"173","000000000000000000ad_0",0.49057493,0.4774686,0.49202263,0.44320711,0.4810983,0.45995775,0.45942825,1.2115384,0.53314805,0.47092783,0.49871024,0.46443516,0.5853841,0.5257193,0.47083983,0.47745848,0.4705091,0.4623656,0.4900285,0.4651202,0.46939588,0.47974992,0.54971594,0.48541862,0.50089884,0.48411283,0.5061588,0.48715365,0.46205452,0.45395738,0.40484536,0.45921743,0.4399346,NA,173,"for"
"174","000000000000000000ae_0",0.42042863,0.49574268,0.5021382,0.45101988,0.48995677,0.47185546,0.45675614,0.8674699,0.4607724,0.4871403,0.47231132,0.47446457,0.48655534,0.46937016,0.486296,0.565009,0.43280366,0.6232065,0.4824983,0.46314943,0.4569049,0.4340214,0.4868175,0.4392842,0.49811116,0.47397697,0.48357204,0.45923418,0.42753777,0.47211578,0.3747412,0.5146552,0.4264529,NA,174,"for"
"175","000000000000000000af_0",0.43430907,0.43336162,0.44853494,0.4326139,0.4494801,0.4219927,0.4117121,0.42978156,0.49113923,0.43819568,0.406518,0.41913775,0.42771804,0.42201835,0.4380049,0.4182286,0.46488294,0.52080536,0.4406181,0.42314488,0.4248137,0.40634206,0.43900034,0.4278982,0.43979058,0.4329114,0.46566844,0.42419288,0.45062208,0.4192413,0.42686567,0.4241817,0.3985571,NA,175,"for"
"176","000000000000000000b0_0",0.4549284,0.44369522,0.49311817,0.49234137,0.4719429,0.424821,0.4814182,0.44587308,0.481168,0.43475178,0.43265054,0.42028984,0.561991,0.47033054,0.4687157,0.49963263,0.45309532,0.50711673,0.47368422,0.42857143,0.42394504,0.44574055,0.45117757,0.48649737,0.49952427,0.52228874,0.4968507,0.51172274,0.4820394,0.54121155,0.4382195,0.4920635,0.53287196,NA,176,"for"
"177","000000000000000000b1_0",0.45028198,0.49027237,0.5159629,0.4829713,0.49346656,0.48465893,0.5148778,0.4958859,0.51096845,0.49065226,0.47852933,0.47470126,0.48136142,0.5240478,0.49359795,0.48806012,0.500164,0.5187364,0.59017044,0.49247536,0.51096493,0.520495,0.5439204,0.47194532,0.5195767,0.5176125,0.5241673,0.53438276,0.5105783,0.47966728,0.4542076,0.5046065,0.5029202,NA,177,"for"
"178","000000000000000000b2_0",0.39918002,0.37718904,0.4107517,0.38465708,0.39064935,0.41588157,0.38534075,0.42547604,0.44553825,0.39767504,0.38604853,0.399951,0.3563627,0.48202395,0.4126347,0.40906218,0.49462867,0.4148525,0.4360984,0.41661328,0.40444228,0.44870013,0.45228216,0.3649289,0.50192416,0.45366052,0.46589085,0.41260937,0.4159292,0.3604176,0.35340384,0.39359117,0.38482532,NA,178,"for"
"179","000000000000000000b3_0",0.41443634,0.44431308,0.4692824,0.43950072,0.4323284,0.42355555,0.43376625,0.44874823,0.4709345,0.43176734,0.45103687,0.4462299,0.49258474,0.44470313,0.4773547,0.44089276,0.43129182,0.46641317,0.46903136,0.4229113,0.43977302,0.44578314,0.47236788,0.4591114,0.4699783,0.45720348,0.45637298,0.43667725,0.51630944,0.4428447,0.4640797,0.42057723,0.4569307,NA,179,"for"
"180","000000000000000000b4_0",0.41295725,0.41395772,0.48712823,0.45204177,0.44187063,0.43305084,0.45261702,0.45363984,0.43229643,0.42241648,0.43800813,0.4159331,0.429853,0.46378237,0.43944636,0.456621,0.4200471,0.490488,0.4829455,0.43046108,0.42302358,0.4490316,0.4723329,0.43866348,0.46489233,0.4707379,0.47910935,0.4486692,0.49963585,0.42763588,0.42313385,0.45820272,0.5012766,NA,180,"for"
"181","000000000000000000b5_0",0.42501298,0.2012229,0.4359228,0.4380636,0.46068278,0.41581511,0.42852575,1.1851852,0.4708585,0.43205127,0.43549618,0.41913775,0.42011353,0.4648064,0.44698772,0.4526685,0.42851934,0.43423578,0.50839144,0.4410707,0.45713124,0.46128866,0.4756328,0.45903614,0.46831277,0.47434774,0.4942349,0.459095,0.42175815,0.43342122,0.40076965,0.43028605,0.42918825,NA,181,"for"
