"","system.index","Greenness","Greenness_1","Greenness_10","Greenness_11","Greenness_12","Greenness_13","Greenness_14","Greenness_15","Greenness_16","Greenness_17","Greenness_18","Greenness_19","Greenness_2","Greenness_20","Greenness_21","Greenness_22","Greenness_23","Greenness_24","Greenness_25","Greenness_26","Greenness_27","Greenness_28","Greenness_29","Greenness_3","Greenness_30","Greenness_31","Greenness_32","Greenness_4","Greenness_5","Greenness_6","Greenness_7","Greenness_8","Greenness_9",".geo","CID","class"
"344","0000000000000000005e_0",1379.9691,1788.4458,1330.8489,1568.9735,1591.8074,1559.5751,1698.7278,1231.5698,674.386,-27.5106,371.4273,400.121,2284.1953,122.8364,189.078,-111.1342,-262.91602,150.9909,-35.9477,-117.3514,10.1914,152.4366,121.6376,2153.1228,164.5211,99.7705,194.01895,2331.0874,2368.9165,2115.671,1520.3337,2132.527,1409.987,NA,344,"ltr"
"345","0000000000000000005f_0",725.3882,824.5447,1296.3727,1628.5378,2286.0024,1600.2222,1576.4448,1314.3774,1182.9468,1057.0516,1102.8938,921.245,1253.511,1241.4414,522.70044,-128.92215,-337.80237,-409.7436,-290.1399,-519.0712,-73.3571,-159.7504,-124.4427,1107.9149,-182.8741,-200.0258,-225.11545,848.1471,971.32666,1172.6569,1394.4001,1284.9203,1509.6626,NA,345,"ltr"
"346","00000000000000000060_0",1699.2302,1809.1422,1077.1814,1396.2896,1476.8177,1041.2627,1223.466,617.4671,700.4394,672.8804,1269.0763,1132.5645,1948.9509,1103.2021,796.7046,993.2295,556.9778,1285.4072,1114.2052,789.768,969.901,1232.2017,1216.7247,1876.6777,1104.31,1326.295,1269.3169,434.3571,1466.0693,1491.6768,908.1442,1365.1215,1182.3457,NA,346,"ltr"
"347","00000000000000000061_0",1063.046,1844.1392,-304.7312,-403.83148,-359.3954,-348.06512,-660.9072,-390.75595,-462.0478,-708.873,-589.5518,-610.1345,-253.0777,-580.4933,-547.9568,-426.304,-604.6026,-674.0111,-669.411,-720.28625,-303.9418,-262.9752,-387.72784,-451.38055,-263.2156,-296.8842,-346.8335,-415.9497,-135.0597,-314.94266,-95.353004,-100.8606,-195.71155,NA,347,"ltr"
"348","00000000000000000062_0",1249.206,2072.168,-122.709,627.5424,1262.5636,1351.895,-459.3632,-7.1041,-177.4102,-296.5854,-433.4514,-437.4718,2079.7737,-433.8638,-446.8388,-219.9679,-496.63275,-461.8327,-442.438,-444.9567,1879.5083,840.2383,1966.4558,1998.0216,1429.1359,1786.1172,2314.5122,2442.1335,1889.473,-162.03494,815.2707,1331.5269,1619.5052,NA,348,"ltr"
"349","00000000000000000063_0",1318.6958,1365.3464,-102.027954,-257.90033,-377.4408,-349.6511,-576.177,-395.09058,-414.75848,-658.4743,-520.0752,-540.4505,1974.2441,-580.78564,-523.5874,-442.1949,-526.7271,-620.75793,-591.28296,-686.9485,-333.8252,-340.3637,-420.63675,416.64838,-302.6388,-341.0331,-388.76215,333.9901,-69.3285,-190.5134,-12.454407,-7.216649,-121.54815,NA,349,"ltr"
"350","00000000000000000064_0",3016.1033,2850.6138,2504.99,1959.5348,1975.1321,1797.6921,1604.62,1080.968,1436.2488,1095.161,1371.7653,1694.6792,3093.641,1481.5173,1587.8914,1707.2885,1532.9828,1595.814,1951.6191,1302.5502,1259.3405,1577.5417,1927.0631,3140.398,1989.1711,2414.6252,2605.5542,3366.4358,282.28992,2570.4543,1778.7445,2032.7186,2174.463,NA,350,"ltr"
"351","00000000000000000065_0",1433.1777,2012.623,1509.7051,1504.9967,2121.952,1091.7722,1085.969,432.44202,182.4772,412.09747,1053.8158,854.0686,336.84744,1527.299,1285.2756,935.9732,994.4535,1673.8455,1059.2164,790.8,1216.5461,1688.243,1621.2802,692.91626,1259.1327,1808.9904,1836.3649,683.5081,628.64624,928.0471,1253.0931,1940.0759,1573.9705,NA,351,"ltr"
"352","00000000000000000066_0",2419.312,2260.6226,1605.796,1481.2549,1735.9454,1662.3602,1381.0125,961.79425,948.0154,1014.1139,1410.7009,1504.7559,2387.7017,1669.492,1291.978,1145.1865,1098.2572,1398.426,1544.5051,1333.4275,586.63306,1836.5186,1029.1768,1926.886,1446.477,2190.459,1975.0095,2666.0542,2002.2474,2526.5654,548.0128,1333.047,1410.8717,NA,352,"ltr"
"353","00000000000000000067_0",656.23,942.0282,1116.9941,1125.4109,1105.3743,850.7825,683.7876,738.166,750.4508,671.86804,891.4258,818.74524,914.2576,917.1441,857.6388,740.3995,991.5655,911.9373,1023.13544,868.06775,816.0182,1096.0228,1206.996,1146.7863,1263.3138,1231.6962,1273.6909,1079.804,854.0509,359.3909,1137.915,1402.3829,1129.7654,NA,353,"ltr"
"354","00000000000000000068_0",1961.085,1764.5823,2305.6807,2052.0957,2327.3904,2063.815,2065.6697,555.88135,1437.9481,927.63416,926.4352,1166.3225,1986.5935,1338.5066,1097.2894,1023.82996,941.3233,1256.2161,1066.3226,585.7047,618.5104,1355.2894,1578.7432,1730.0198,1600.643,1375.2,1607.1532,1914.0652,2171.9673,2470.9438,1674.2474,2349.2415,1939.3198,NA,354,"ltr"
"355","00000000000000000069_0",729.7903,1646.1123,604.9228,1031.4829,1005.6224,1323.9948,1359.9325,598.96936,680.316,608.0593,472.7668,487.3784,876.2251,348.8496,310.6283,294.8086,163.182,522.7468,696.0234,560.9124,445.9248,264.9151,81.6036,644.16394,137.3051,336.7349,19.702751,718.3414,856.9446,1020.6249,1209.9403,1282.8805,787.7062,NA,355,"ltr"
"356","0000000000000000006a_0",1737.0637,1636.6047,1022.74023,1059.1526,1331.085,1069.7539,1134.2836,797.7709,605.5612,830.8594,813.2038,921.6373,1339.3317,1040.7504,851.7442,856.7859,663.2346,664.04333,1528.9822,336.8624,388.5512,931.6889,1216.2002,394.7339,1296.4457,1299.146,1197.5797,1519.8999,1243.6298,1613.876,1269.4967,1368.8295,1130.3446,NA,356,"ltr"
"357","0000000000000000006b_0",1367.7864,1304.0793,1517.1738,1378.5464,1660.0078,1426.1388,1534.7054,1104.4854,804.1242,935.4548,979.6702,1238.2528,1589.4226,1286.686,1334.3451,1188.8575,935.6253,1366.1504,1282.6688,1273.7957,998.6727,1614.759,1674.2828,1337.6791,1597.7323,1829.092,1781.3844,1327.6003,1228.5619,1427.4783,1160.6152,1489.2598,1488.011,NA,357,"ltr"
"358","0000000000000000006c_0",1512.8547,1274.6046,1246.4845,1295.576,1332.6309,1384.4059,1570.7239,1065.127,826.811,727.1308,985.73816,1502.908,1683.2494,1256.716,1167.1096,1191.9344,868.4764,1309.1329,1236.2281,721.2957,907.8718,1603.1565,1724.6534,1584.0278,1271.3333,618.9793,1389.6934,1311.4799,1193.1285,1280.1067,937.9235,1108.4713,1464.5305,NA,358,"ltr"
"359","0000000000000000006d_0",1144.3335,1383.0651,1016.15466,1058.7273,1191.5695,1199.4008,1330.4026,1111.7804,1093.2937,310.3102,432.1358,810.24365,1344.0205,1012.4696,885.4428,708.3262,888.97034,997.8596,1063.6852,870.3714,790.9876,1097.6753,1143.3422,1530.4353,1143.9711,985.05774,1228.6312,1038.4698,748.672,1150.8013,821.9841,953.6632,956.6542,NA,359,"ltr"
"360","0000000000000000006e_0",1801.2439,-2.0506,-336.09314,-338.1853,-249.2888,-338.59476,-588.1033,-452.6685,-524.46027,-674.5802,-548.8808,-545.2572,-270.9809,-494.2322,-631.4643,-502.18985,-680.8138,-647.4002,-683.9741,-622.33435,-382.4408,-289.1104,-406.18036,-494.29535,-332.3636,-322.5682,-375.6393,-567.4891,-195.93805,-333.312,-49.72455,-38.1787,-238.315,NA,360,"ltr"
"361","0000000000000000006f_0",341.40155,494.3248,-186.84256,-214.71506,-274.2541,-142.6732,-489.14374,-342.4604,-294.1486,-491.7656,-413.9724,-437.1854,756.8817,-352.1031,-437.008,-348.25,-528.36505,-415.3265,-402.297,-527.0614,-331.4864,-303.7556,-203.82416,-354.1551,-225.3135,-298.5959,-309.7624,-383.3803,-80.878296,-146.9659,-88.9574,92.3998,-109.144745,NA,361,"ltr"
"362","00000000000000000070_0",2433.54,1925.9843,1711.355,1517.5957,1592.7471,1428.7892,1604.7283,1164.6592,1289.447,944.0485,902.5499,1285.981,2477.515,1383.163,1401.2252,1175.6013,929.205,1469.1687,1481.6726,1185.7357,1056.6301,1420.5599,1645.7792,1504.0477,1777.3385,1523.198,2058.7522,2302.3792,1880.5321,1802.8588,1490.4187,1853.719,1653.3625,NA,362,"ltr"
"363","00000000000000000071_0",835.28,174.04614,-405.42273,-310.4179,-322.8042,-328.16528,-643.05225,-448.76074,-448.09473,-665.1166,-533.00354,-537.2512,1135.5719,-496.34363,-567.5177,-464.83618,-631.4205,-616.3084,-640.0001,-652.849,-349.9712,-393.0374,-288.9749,-433.27435,-327.5187,-293.8945,-383.8998,-531.1729,-138.0109,-299.4748,-31.7509,-54.637,-235.69214,NA,363,"ltr"
"364","00000000000000000072_0",2060.1167,1705.0146,-137.8734,-306.5869,-295.5627,-387.86725,-569.9756,-452.1353,-526.4126,-682.7944,-555.0238,-565.1399,43.89925,-504.3419,-670.5882,-487.6845,-585.0064,-685.7903,-675.972,-653.1767,-314.1202,-286.9451,-429.9049,-346.5535,-411.4815,-369.1442,-463.80078,1158.4427,-178.76595,-286.74744,-29.99275,12.4041,-247.59529,NA,364,"ltr"
"365","00000000000000000073_0",1662.9802,1919.2341,1506.6196,1716.5421,1506.2928,1146.7966,1245.4788,974.1898,1224.066,1546.1302,1276.6447,1262.5308,1736.0122,1152.4653,1119.1155,1131.5653,1105.7966,1340.5961,1425.8208,1305.4758,826.086,1457.6924,1368.4465,1887.5896,1275.9663,1750.5754,1773.47,2206.495,1273.4106,1472.9631,1680.2408,1789.9866,1633.187,NA,365,"ltr"
"366","00000000000000000074_0",1573.8479,1785.1873,1576.2996,1534.6053,1994.6628,1658.4272,1798.9889,1290.5991,1158.6903,345.6346,686.5716,721.0576,1712.9429,661.3052,488.4563,673.31433,269.793,654.4807,580.188,185.7896,93.4267,480.1316,610.8053,1824.0115,657.1311,606.7464,662.8233,1607.9656,2074.7466,1588.7317,1773.5867,1816.7227,1593.918,NA,366,"ltr"
"367","00000000000000000075_0",2237.2998,1911.5717,1373.0642,1510.3893,1582.3031,1505.556,1549.9858,1130.4338,1177.3774,1166.3737,1397.374,1547.9489,1320.8939,1595.9661,1390.7188,1463.2593,1228.1418,1480.1816,1579.3862,1342.0078,1319.55,1675.6324,1790.2056,1523.7916,1937.1215,1967.5411,1934.4321,1129.9174,1575.6482,1515.8921,1213.1943,991.3786,1221.317,NA,367,"ltr"
"368","00000000000000000076_0",1143.6956,1686.082,1281.2141,1303.4784,1713.1447,1156.1636,1285.846,1290.2294,1033.0942,993.2928,1186.8738,1351.3802,1987.6594,1456.7064,1122.7172,1269.1945,1416.8884,1464.2538,1471.9493,1428.1091,1226.9595,1662.5894,601.3991,2019.8542,701.7688,596.0426,751.3215,1756.6858,1331.5946,1468.7512,1392.189,1396.5929,1446.1394,NA,368,"ltr"
"369","00000000000000000077_0",1711.1263,1792.113,1470.302,1458.1089,1692.4862,1357.4943,947.6621,1183.7172,1101.6919,1091.595,1304.5708,1286.9016,1844.1252,1359.6956,1180.8806,1047.6448,959.2269,1386.4402,1217.1328,1210.3228,914.7032,1578.7634,1711.323,1984.8282,1644.9993,1574.4106,1373.7684,1634.5924,1670.7393,1613.9814,1334.8658,1639.6364,1584.0648,NA,369,"ltr"
"370","00000000000000000078_0",2270.997,1804.7574,-302.18396,-331.063,-310.2284,-323.13574,-559.85406,-463.94708,-478.5885,-623.4766,-542.93225,-527.1134,-207.3415,-517.9923,-591.7229,-508.1576,-448.9608,-636.7206,-642.3966,-610.8295,-362.4948,-287.4699,-349.83755,-491.43893,-324.9943,-351.9067,-366.00458,-536.8308,-240.57858,-283.8157,10.262499,1298.4052,-230.7724,NA,370,"ltr"
"371","00000000000000000079_0",2176.4219,2391.1082,-319.9978,-250.5827,-306.5908,-284.242,-541.5776,-465.9085,-520.404,-640.64014,-514.7056,-540.9758,1673.257,-502.12845,-623.47046,-512.7128,-682.6664,-624.7534,-680.8518,-624.9338,-428.7826,-389.0243,-422.4655,-448.7837,-335.3357,-356.4631,-436.0155,-311.1074,-170.75385,-258.2849,310.63394,69.4941,-256.09338,NA,371,"ltr"
"372","0000000000000000007a_0",2537.4058,2392.0261,1659.3433,1655.481,1943.1937,1401.5889,1417.5345,826.8312,752.5042,944.7484,1081.9402,1294.2961,2304.963,1611.159,1248.7625,1097.0115,1496.4861,1362.2539,1418.9514,1371.9663,940.8742,1839.3965,1571.5634,1259.0985,1311.0376,1753.4615,1920.7474,2736.0923,1077.6768,2506.4297,1975.3911,1756.5026,1440.1086,NA,372,"ltr"
"373","0000000000000000007b_0",598.4094,801.1631,906.01605,1037.6628,1095.3112,741.1891,754.5778,585.0336,492.4405,504.7289,751.0842,946.3284,1029.3452,874.10565,669.7738,973.5208,858.31,1144.3804,1152.076,1088.497,846.33374,1483.5693,1382.6096,1064.9487,1354.613,1289.0735,1391.607,1057.968,1063.971,812.9125,1018.989,1102.5,965.5951,NA,373,"ltr"
"374","0000000000000000007c_0",539.1629,2131.7969,-178.5616,269.8142,22.2739,-310.8166,-499.57324,-397.495,19.7601,-254.5411,-317.4124,-447.8738,1750.2444,-234.52594,-566.60864,-445.25653,-631.0306,-542.6582,-507.3772,-337.4744,-113.9457,-151.26135,-96.4837,1506.9946,-136.2533,-241.87466,-145.81055,1234.8531,-153.4838,-88.3587,98.8932,73.1313,-200.43216,NA,374,"ltr"
"375","0000000000000000007d_0",1429.5103,864.54956,1200.7349,1229.3938,1043.1913,1210.4696,1420.5027,892.5534,606.2136,743.3366,822.658,1189.8811,984.3813,1229.3391,1199.9155,1118.0195,1060.0474,1341.2202,1261.1085,1086.1404,781.7388,1325.127,1358.1083,1423.7628,1159.7057,1399.8883,1611.4824,1846.6827,1533.4324,1385.0461,1109.531,938.2505,1015.4938,NA,375,"ltr"
"376","0000000000000000007e_0",2264.4253,2131.2908,2238.4165,681.3431,2237.1223,1800.272,1628.9265,929.9802,818.57715,1039.157,1609.2334,1347.196,2645.641,1589.459,1240.7166,1152.28,1046.2281,1589.6113,1333.2058,931.92,1159.0822,1638.801,1339.0869,2525.88,1344.3716,1744.1571,1665.3314,2777.9153,2564.0415,2629.1558,2099.7273,2464.3455,2283.8472,NA,376,"ltr"
"377","0000000000000000007f_0",970.3469,1210.0828,883.2753,1057.096,710.2153,1076.9978,908.16516,1057.5675,928.146,842.9074,836.2742,968.0689,1285.9742,1043.4928,722.2028,796.8325,788.2846,1107.7844,1033.8005,989.04333,672.2015,1016.3149,1146.5808,1278.6808,1127.8594,1036.3455,1307.2247,1374.8059,1188.3005,895.3371,866.0668,1006.2578,1107.1133,NA,377,"ltr"
"378","00000000000000000080_0",256.44672,910.0385,340.5857,411.80804,945.9945,1203.1699,-148.6633,-119.9534,130.544,-76.1244,-77.4038,-194.6768,1476.6257,-56.699753,-146.4077,-90.44785,-222.2036,15.0169,-46.11905,-83.32965,-103.033,-131.27565,-52.0793,-195.2593,-104.5653,-117.63185,-33.623,45.8764,202.8826,68.1278,222.9032,144.5791,148.4846,NA,378,"ltr"
"379","00000000000000000081_0",1066.8883,1919.5297,17.7045,44.277252,255.5839,-5.4753,-72.3802,-154.4336,-156.1145,-46.495346,-91.5273,-330.0218,118.8235,-472.0186,-620.4086,-431.3564,-614.2642,-438.10904,-434.15,-374.1652,-145.507,53.9662,903.3423,-63.3842,-141.81586,-213.27805,-268.3502,-210.8741,955.0804,15.8542,233.7415,-2.4965,-128.73175,NA,379,"ltr"
"380","00000000000000000082_0",870.8854,515.0756,768.48584,1343.8169,1236.7549,1117.0986,1334.608,830.3165,726.087,538.8141,1103.8522,1251.3025,415.6166,1187.6437,850.56104,885.22516,945.6335,1202.5753,1104.307,953.3722,946.6348,1356.1603,1423.8391,1378.0945,1613.9725,1441.4854,1457.2795,1171.1045,1117.201,1228.5052,1267.3289,1111.4558,1288.9738,NA,380,"ltr"
"381","00000000000000000083_0",1078.6647,609.5664,651.2811,1135.4878,898.59216,835.4136,802.3074,607.8518,611.3324,470.472,822.8312,874.2824,473.7535,765.6658,577.4161,646.5893,842.2396,983.8749,719.5513,683.24097,507.27112,838.7345,911.6512,586.7932,963.2421,926.2503,934.7945,617.8355,865.9616,747.9589,1155.5001,808.6564,990.5927,NA,381,"ltr"
"382","00000000000000000084_0",518.6479,1294.6426,-183.15039,255.4202,1638.2977,-328.2288,-396.41626,38.2846,-62.5418,-86.351,-161.4816,-400.2992,2271.575,-493.5214,-558.6974,-439.06055,-344.0733,-361.0326,-248.5123,-239.8298,-93.6366,194.77304,-35.79615,1660.2367,-123.50314,-245.26515,-51.1832,-329.8844,1441.4176,1265.6648,292.4342,439.77203,-109.42855,NA,382,"ltr"
"383","00000000000000000085_0",2879.7954,3092.764,2895.2332,962.00806,2159.7937,1841.9626,1496.8029,1555.3958,1625.1047,1020.6618,913.4955,1479.4987,2879.6897,1616.832,1255.9259,1180.4216,1161.7832,1616.59,1509.3638,1476.026,982.80383,1653.3035,1721.2238,2832.152,1883.5186,1719.4625,2016.8638,3053.5762,2613.292,2661.0718,2377.3025,1494.8685,1975.8428,NA,383,"ltr"
"384","00000000000000000086_0",1313.1887,1151.7526,732.8627,713.2085,710.4975,1036.5154,1104.1295,894.9229,697.7742,933.5396,953.80164,882.0302,1398.1956,901.3561,818.1102,464.19785,654.8268,842.15967,1328.742,1047.5292,551.6863,1399.5577,1453.6501,921.1764,1305.1509,1559.782,1214.3258,1177.7721,1606.8081,1632.1418,978.49634,1107.1984,996.1511,NA,384,"ltr"
"385","00000000000000000087_0",1283.4043,1298.9451,567.35754,428.7635,330.1591,416.90994,342.92554,320.1288,215.0662,302.2598,299.12982,354.2711,1675.43,360.8519,188.7608,316.3496,340.23825,364.3136,431.7336,344.9925,245.0418,813.9946,559.1669,1594.3147,703.76245,766.62714,859.14655,1799.5219,981.6509,412.5024,355.7995,414.99335,592.1278,NA,385,"ltr"
"386","00000000000000000088_0",796.0597,539.9772,302.71823,1350.5359,1245.9397,1268.8575,1529.9047,1069.6276,96.89215,250.757,-160.3556,-119.8026,25.5609,-216.94525,-546.7324,-185.93845,216.18231,1255.5945,727.455,1205.8801,970.0722,1490.7534,1079.0303,943.8711,1263.5804,-170.36261,236.1041,1487.9609,2368.7964,1657.5869,1220.2076,1632.7305,686.73486,NA,386,"ltr"
"387","00000000000000000089_0",2730.648,2434.9663,2179.8706,2123.8225,2260.8801,2153.1646,1740.0767,1406.6862,904.7584,1448.828,1476.7173,1264.7938,2771.0781,1760.7151,1272.1472,1125.1533,1002.9532,1558.2047,1471.4492,1331.7185,890.2818,1457.2085,1894.3053,2678.8955,1604.1162,1930.2246,2019.3298,2742.2354,682.1833,1584.4115,2024.7142,2281.542,2396.903,NA,387,"ltr"
"388","0000000000000000008a_0",475.4904,580.7029,1197.6418,1834.7596,1277.1086,2207.7573,787.0853,1309.2341,1232.3896,39.2692,-157.198,-209.9845,352.8532,-172.2108,-563.0345,563.0118,1488.3003,1266.2502,1212.0531,1199.301,508.68982,1574.4016,1361.2905,1248.8438,1393.1084,1756.5464,1634.9454,2158.6543,1994.587,2172.3755,1736.814,1790.246,690.93634,NA,388,"ltr"
"389","0000000000000000008b_0",1926.2295,1896.6819,1600.0465,1104.3687,1294.608,1354.897,1336.962,1164.4408,580.7351,1062.7628,1580.5225,1055.826,2123.8064,978.4869,728.05835,1117.1375,820.78796,1178.519,1203.8763,1050.9452,833.7622,1375.4591,1550.6265,2241.667,1537.4214,1778.0735,1793.7123,2328.832,338.75458,1612.3661,1315.8472,1309.7338,1514.0692,NA,389,"ltr"
"390","0000000000000000008c_0",1550.327,1965.9792,616.60205,1027.6139,1246.1022,1441.3164,1144.0017,1019.0344,742.0708,671.1846,1147.7065,992.7736,1588.4724,1215.2506,1130.05,1019.4873,878.8629,1449.1353,1032.8807,1356.8928,830.786,1206.9587,1525.3584,1340.9822,1374.6047,1560.6788,1706.6975,1809.594,1086.096,1393.0354,1642.543,1795.4259,1563.1403,NA,390,"ltr"
"391","0000000000000000008d_0",1808.0962,1990.0669,1426.2075,1115.8287,1529.6505,1608.4948,1546.0325,1258.508,1052.9188,1035.4753,1490.9019,1608.7122,2078.4758,1604.6624,1395.55,1387.2808,1286.0116,1561.4292,1570.1252,1401.9358,865.2645,1823.6555,1639.1111,2030.5999,1636.1538,1620.1643,1818.1998,1506.4557,991.5386,984.5567,1332.5792,1185.2435,1473.5686,NA,391,"ltr"
"392","0000000000000000008e_0",1473.2518,1293.5784,1374.0295,1409.0142,1138.9441,1384.4403,1250.0894,1005.5658,868.6196,565.3094,904.534,1378.2792,1978.8785,1319.6746,1368.2848,865.1697,1041.6309,1316.6348,1165.0288,812.1579,1357.0454,2331.7979,2077.9858,1903.3145,2121.5344,2230.3774,1007.2436,1972.4686,1472.4592,1948.1742,2091.5518,1638.1392,1374.9906,NA,392,"ltr"
"393","0000000000000000008f_0",1785.1763,1153.376,1361.4863,1373.2474,1112.55,1187.07,768.8052,1178.917,979.5534,1054.8447,1250.7954,1275.6025,651.71875,1207.7532,1093.4382,1193.7952,1225.0719,1340.1458,1361.3099,1149.4448,1029.733,1455.9415,1496.6648,1409.7985,1451.2146,1471.2275,1645.4478,1014.0597,1142.7535,1091.7303,1298.5602,1476.566,1501.8243,NA,393,"ltr"
"394","00000000000000000090_0",1616.5673,1851.286,1434.7004,1825.2356,1863.8177,1654.455,1430.5421,1405.8353,1085.383,1239.7604,1292.2052,1407.0175,1679.6843,1581.019,1392.9929,1124.8088,1232.9255,1382.4872,1261.7502,1411.1418,844.924,1937.4319,1437.0381,2029.2361,2048.221,2137.3855,2170.2148,2087.8174,1956.2627,1933.0358,1864.9015,1898.7605,1831.7325,NA,394,"ltr"
"395","00000000000000000091_0",1303.6982,1444.477,982.2503,1234.0175,1327.4913,1214.8156,829.759,544.5998,476.8132,548.2,792.427,1125.8657,2073.6526,1318.7393,879.9594,782.567,788.61755,1224.7014,880.2547,972.3634,517.5542,1426.5269,1444.35,1514.641,1219.4679,1469.0427,1577.363,1626.2035,1468.5796,1713.8123,1767.4863,1393.4236,859.9981,NA,395,"ltr"
"396","00000000000000000092_0",1917.0677,1940.9072,1088.4905,1270.0427,1350.4114,1026.7234,1313.7188,945.1278,1051.3727,935.1476,1175.6476,1375.3562,2190.9568,1340.2236,734.6906,870.4927,638.9874,854.04785,1074.5807,881.48535,609.363,1330.7463,1213.5696,1883.8966,1040.8252,1171.2991,1202.4971,1113.1315,1481.8652,1557.8568,1499.0886,1303.5593,1156.3359,NA,396,"ltr"
"397","00000000000000000093_0",746.2795,1883.7019,809.2549,953.1771,1586.6075,1631.5708,310.41498,1166.1038,661.3655,156.7092,-89.62,-160.45331,1560.2351,-110.913,237.00284,1214.9008,642.9281,1195.0662,1219.9137,1043.6604,876.2482,1094.4866,1262.4945,579.2711,1255.4011,1231.5927,1427.8652,385.8764,2314.401,1413.0769,1463.5092,1470.3711,527.0344,NA,397,"ltr"
"398","00000000000000000094_0",2871.607,2899.1123,1971.79,1572.3252,1660.5758,1412.9768,1685.6333,1324.8922,906.1198,962.5066,1278.0125,1351.1238,2924.786,1651.4135,1214.3994,1276.4768,1220.5452,1567.3195,1463.5961,1338.4202,1045.0637,1664.8948,1882.2714,2600.9834,1767.4637,1561.038,1866.1914,2032.5665,1539.9951,1726.4695,1521.8378,1693.7383,1624.4469,NA,398,"ltr"
"399","00000000000000000095_0",2148.6123,1924.4424,2267.0786,1527.5596,1830.9468,1527.1204,1607.5985,1085.4279,1077.596,1057.4965,1381.8589,1355.9851,2047.6145,1789.9108,1309.5422,1247.7542,901.8118,1755.6206,1596.8835,1132.7488,921.6286,1550.7072,1699.2643,1958.1741,1080.2466,1934.7468,1942.4357,2170.0547,1811.6144,2246.1458,1765.3616,1633.436,1625.7913,NA,399,"ltr"
"400","00000000000000000096_0",2042.4589,1979.4753,1818.9989,2058.1516,2285.1504,1959.7242,1803.9331,1491.6909,952.9805,1270.8906,1487.2181,1736.9999,2330.7502,1769.9961,1386.7614,1530.0968,1171.8367,1853.2467,1597.1984,1524.5063,1665.6571,1901.3383,2114.8218,2184.1616,1931.6646,1934.7944,1704.7769,2299.1763,797.479,1703.3887,927.6582,1695.3335,1867.8799,NA,400,"ltr"
"401","00000000000000000097_0",2205.7234,2252.7983,1710.944,1708.8042,1823.0111,1481.6073,1559.4984,1405.7793,1188.8221,1304.1836,1611.7229,1506.6381,2228.7234,1537.3988,1348.9585,1324.6497,1087.5094,1484.9731,1533.5352,1494.5947,1361.4974,1749.512,1840.0636,2174.3267,2050.495,2170.2192,1883.4436,2038.408,543.0138,1712.6729,623.876,1414.2317,1649.7362,NA,401,"ltr"
"402","00000000000000000098_0",1751.5573,2035.3132,1219.8262,1521.9924,1699.6471,1237.3231,1375.7823,1154.0125,941.8148,1004.4998,1180.5947,1144.532,1765.5189,1296.5753,1192.657,1223.4902,1035.4211,1481.4006,1354.8486,1419.3424,936.2182,1669.6279,1528.9199,2024.1362,1555.9203,1760.1646,1661.1731,1874.184,1965.0732,2220.5256,1222.678,1392.3413,1502.0763,NA,402,"ltr"
"403","00000000000000000099_0",1581.7113,1779.9382,1608.5581,1599.6445,1461.3925,1247.4912,1230.8604,1326.293,1621.714,1528.217,1507.9395,1604.901,1888.4666,1723.9866,1649.2341,1545.1532,1546.018,1480.0798,1102.4008,1197.7329,794.9674,1432.8195,1315.9685,1705.7789,1197.413,1488.5334,1506.7987,1449.164,1786.9731,461.3589,768.5572,934.2561,1498.7749,NA,403,"ltr"
"404","0000000000000000009a_0",2188.8992,2111.7395,1944.7006,1893.9934,2096.3352,1820.134,1752.5634,1891.8405,1569.0254,539.0538,298.7406,781.0092,2251.4937,653.6166,1003.5881,1482.1311,1442.8375,1519.9054,1350.8632,1519.4482,1566.1315,2262.7534,1886.277,2202.185,1882.7229,2252.8271,1984.8635,2157.8372,2254.4973,2189.91,1430.5099,1771.4525,2000.6234,NA,404,"ltr"
"405","0000000000000000009b_0",1261.1871,1242.8704,1104.7197,1328.3378,1455.601,1034.7163,348.42935,736.518,684.4358,871.8717,796.181,908.6731,1218.7151,1205.326,902.1625,738.4798,497.3726,997.9261,1168.8796,1054.8282,839.9314,1419.4908,1464.9069,1162.9316,1331.8726,1596.1945,1246.9495,1358.3354,1136.9678,1362.543,1016.88165,1082.4263,1083.3157,NA,405,"ltr"
"406","0000000000000000009c_0",1303.9509,1416.4235,990.323,1022.84,921.4973,1078.6404,1089.7836,778.2578,636.191,524.627,578.2462,759.3702,1499.1272,1040.8201,657.5254,722.9762,524.8814,1034.5005,688.502,759.2945,451.4714,804.9313,1425.7355,1423.3486,1438.15,1467.4441,1346.2534,1457.6475,1234.0232,583.6564,703.1221,822.48303,900.4623,NA,406,"ltr"
"407","0000000000000000009d_0",1215.3339,873.0042,1649.5388,1684.023,1782.7467,1954.8376,691.283,1354.1168,791.4918,1427.1603,1212.7007,1111.0994,1489.0936,1836.6003,1619.4458,1924.1534,1086.9425,1470.1124,1763.9756,1921.3458,1680.5735,1758.4294,2441.5327,1282.5106,2209.3948,2346.7842,2291.9934,1510.3082,973.8275,1116.2122,1095.2872,1184.4578,1312.2888,NA,407,"ltr"
"408","0000000000000000009e_0",1063.7931,1378.0273,975.0757,1162.226,661.5754,1182.8246,1096.5364,699.7982,239.1058,627.546,-11.7177,-246.4664,917.6396,-8.937,-106.5572,-145.8478,-101.1444,-106.9704,842.683,1048.9667,369.0914,617.9529,822.5075,1053.0052,897.4423,1134.503,1113.9371,1346.1221,353.8291,500.8136,1060.4055,837.3659,1141.1576,NA,408,"ltr"
